filename,before,after
MRC_15_83940706.tif,0,0
MRC_15_83940717.tif,0,0
MRC_15_83940728.tif,0,0
MRC_15_83940739.tif,0,0
MRC_15_83940750.tif,0,0
MRC_15_83940761.tif,0,0
MRC_15_83940772.tif,0,0
MRC_15_83940783(1).tif,0,0
MRC_15_83940783.tif,0,0
MRC_15_83940794.tif,0,0
MRC_15_83940805.tif,0,0
MRC_15_83940816.tif,0,0
MRC_15_83940827.tif,0,0
MRC_15_83940838.tif,0,0
MRC_15_83940849(1).tif,0,0
MRC_15_83940849.tif,0,0
MRC_15_83940860(1).tif,0,0
MRC_15_83940860.tif,0,0
MRC_15_83940871.tif,0,0
MRC_15_83940882.tif,0,0
MRC_15_83940893.tif,0,0
MRC_15_83940904.tif,0,0
MRC_15_83940915(1).tif,0,0
MRC_15_83940915.tif,0,0
MRC_15_83940926.tif,0,0
MRC_18_86921325.tif,0,0
MRC_18_86921336.tif,0,0
MRC_18_86921347.tif,0,0
MRC_18_86921358.tif,0,0
MRC_18_86921369.tif,0,0
MRC_18_86921380.tif,0,0
MRC_18_86921391.tif,0,0
MRC_18_86921402.tif,0,0
MRC_18_86921413.tif,0,0
MRC_18_86921424.tif,0,0
MRC_18_86921435.tif,0,0
MRC_18_86921446.tif,0,0
MRC_18_86921457.tif,0,0
MRC_18_86921468.tif,0,0
MRC_18_86921479.tif,0,0
MRC_18_86921490.tif,0,0
MRC_18_86921501.tif,0,0
MRC_18_86921512.tif,0,0
MRC_18_86921523.tif,0,0
MRC_18_86921534.tif,0,0
MRC_18_86921545.tif,0,0
MRC_18_86921556.tif,0,0
MRC_18_86921567.tif,0,0
MRC_18_86921578.tif,1,1
MRC_18_86921589.tif,1,1
MRC_18_86921600.tif,1,1
MRC_18_86921611.tif,1,1
MRC_18_86921622.tif,1,1
MRC_18_86921633.tif,1,1
MRC_18_86921644.tif,1,1
MRC_18_86921655.tif,1,1
MRC_18_86921666.tif,1,1
MRC_18_86921677.tif,0,0
MRC_18_86921688.tif,0,0
MRC_18_86921699.tif,0,0
MRC_18_86921710.tif,0,0
MRC_18_86921721.tif,0,0
MRC_18_86921732.tif,0,0
MRC_18_86921743.tif,0,0
MRC_18_86921754.tif,0,0
MRC_18_86921765.tif,0,0
MRC_18_86921776.tif,0,0
MRC_18_86921787.tif,0,0
MRC_18_86921798.tif,0,0
MRC_18_86921809.tif,0,0
MRC_18_86921820.tif,0,0
MRC_18_86921831.tif,0,0
MRC_18_86921842.tif,0,0
MRC_18_86921853.tif,0,0
MRC_18_86921864.tif,0,0
MRC_18_86921875.tif,0,0
MRC_18_86921886.tif,0,0
MRC_18_86921897.tif,0,0
MRC_18_86921908.tif,0,0
MRC_18_86921919.tif,0,0
MRC_18_86921930.tif,0,0
MRC_28_27066005.tif,0,0
MRC_28_27066016.tif,0,0
MRC_28_27066027.tif,0,0
MRC_28_27066038.tif,0,0
MRC_28_27066049.tif,0,0
MRC_28_27066060.tif,0,0
MRC_28_27066071.tif,0,0
MRC_28_27066082.tif,0,0
MRC_28_27066093.tif,0,0
MRC_28_27066104.tif,0,0
MRC_28_27066115.tif,0,0
MRC_28_27066126.tif,0,0
MRC_28_27066137.tif,0,0
MRC_28_27066148.tif,0,0
MRC_28_27066159.tif,0,0
MRC_28_27066170.tif,0,0
MRC_28_27066181.tif,0,0
MRC_28_27066192.tif,0,0
MRC_28_27066203.tif,0,0
MRC_28_27066214.tif,0,0
MRC_28_27066225.tif,1,1
MRC_28_27066236.tif,1,1
MRC_28_27066247.tif,1,1
MRC_28_27066258.tif,1,1
MRC_28_27066269.tif,1,1
MRC_28_27066280.tif,1,1
MRC_28_27066291.tif,1,1
MRC_28_27066302.tif,1,1
MRC_28_27066313.tif,1,1
MRC_28_27066324.tif,1,1
MRC_28_27066335.tif,1,1
MRC_28_27066346.tif,1,1
MRC_28_27066357.tif,1,1
MRC_28_27066368.tif,0,0
MRC_28_27066379.tif,0,0
MRC_28_27066390.tif,0,0
MRC_28_27066401.tif,0,0
MRC_28_27066412.tif,0,0
MRC_28_27066423.tif,0,0
MRC_28_27066434.tif,0,0
MRC_28_27066445.tif,0,0
MRC_28_27066456.tif,0,0
MRC_28_27066467.tif,0,0
MRC_28_27066478.tif,0,0
MRC_28_27066489.tif,0,0
MRC_28_27066500.tif,0,0
MRC_28_27066511.tif,0,0
MRC_28_27066522.tif,0,0
MRC_28_27066533.tif,0,0
MRC_28_27066544.tif,0,0
MRC_28_27066555.tif,0,0
MRC_28_27066566.tif,0,0
MRC_28_27066577.tif,0,0
MRC_28_27066588.tif,0,0
MRC_28_27066599.tif,0,0
MRC_28_27066610.tif,0,0
MRC_29_28965521.tif,0,0
MRC_29_28965532.tif,0,0
MRC_29_28965543.tif,0,0
MRC_29_28965554.tif,0,0
MRC_29_28965565.tif,0,0
MRC_29_28965576.tif,0,0
MRC_29_28965587.tif,0,0
MRC_29_28965598.tif,0,0
MRC_29_28965609.tif,0,0
MRC_29_28965620.tif,0,0
MRC_29_28965631.tif,0,0
MRC_29_28965642.tif,0,0
MRC_29_28965653.tif,0,0
MRC_29_28965664.tif,0,0
MRC_29_28965675.tif,0,0
MRC_29_28965686.tif,0,0
MRC_29_28965697.tif,0,0
MRC_29_28965708.tif,0,0
MRC_29_28965719.tif,0,0
MRC_29_28965730.tif,0,0
MRC_29_28965741.tif,0,0
MRC_29_28965752.tif,1,1
MRC_29_28965763.tif,1,1
MRC_29_28965774.tif,1,1
MRC_29_28965785.tif,1,1
MRC_29_28965796.tif,1,1
MRC_29_28965807.tif,1,1
MRC_29_28965818.tif,1,1
MRC_29_28965829.tif,1,1
MRC_29_28965840.tif,1,1
MRC_29_28965851.tif,1,1
MRC_29_28965862.tif,1,1
MRC_29_28965873.tif,1,1
MRC_29_28965884.tif,1,1
MRC_29_28965895.tif,1,1
MRC_29_28965906.tif,1,1
MRC_29_28965917.tif,0,0
MRC_29_28965928.tif,0,0
MRC_29_28965939.tif,0,0
MRC_29_28965950.tif,0,0
MRC_29_28965961.tif,0,0
MRC_29_28965972.tif,0,0
MRC_29_28965983.tif,0,0
MRC_29_28965994.tif,0,0
MRC_29_28966005.tif,0,0
MRC_29_28966016.tif,0,0
MRC_29_28966027.tif,0,0
MRC_29_28966038.tif,0,0
MRC_29_28966049.tif,0,0
MRC_29_28966060.tif,0,0
MRC_29_28966071.tif,0,0
MRC_29_28966082.tif,0,0
MRC_29_28966093.tif,0,0
MRC_29_28966104.tif,0,0
MRC_29_28966115.tif,0,0
MRC_29_28966126.tif,0,0
MRC_30_33684837.tif,0,0
MRC_30_33684848.tif,0,0
MRC_30_33684859.tif,0,0
MRC_30_33684870.tif,0,0
MRC_30_33684881.tif,0,0
MRC_30_33684892.tif,0,0
MRC_30_33684903.tif,0,0
MRC_30_33684914.tif,0,0
MRC_30_33684925.tif,0,0
MRC_30_33684936.tif,0,0
MRC_30_33684947.tif,0,0
MRC_30_33684958.tif,0,0
MRC_30_33684969.tif,0,0
MRC_30_33684980.tif,0,0
MRC_30_33684991.tif,0,0
MRC_30_33685002.tif,0,0
MRC_30_33685013.tif,0,0
MRC_30_33685024.tif,0,0
MRC_30_33685035.tif,0,0
MRC_30_33685046.tif,0,0
MRC_30_33685057.tif,0,0
MRC_30_33685068.tif,0,0
MRC_30_33685079.tif,0,0
MRC_30_33685090.tif,1,1
MRC_30_33685101.tif,1,1
MRC_30_33685112.tif,1,1
MRC_30_33685123.tif,1,1
MRC_30_33685134.tif,1,1
MRC_30_33685145.tif,1,1
MRC_30_33685156.tif,1,1
MRC_30_33685167.tif,1,1
MRC_30_33685178.tif,1,1
MRC_30_33685189.tif,1,1
MRC_30_33685200.tif,1,1
MRC_30_33685211.tif,1,1
MRC_30_33685222.tif,0,0
MRC_30_33685233.tif,0,0
MRC_30_33685244.tif,0,0
MRC_30_33685255.tif,0,0
MRC_30_33685266.tif,0,0
MRC_30_33685277.tif,0,0
MRC_30_33685288.tif,0,0
MRC_30_33685299.tif,0,0
MRC_30_33685310.tif,0,0
MRC_30_33685321.tif,0,0
MRC_30_33685332.tif,0,0
MRC_30_33685343.tif,0,0
MRC_30_33685354.tif,0,0
MRC_30_33685365.tif,0,0
MRC_30_33685376.tif,0,0
MRC_30_33685387.tif,0,0
MRC_30_33685398.tif,0,0
MRC_30_33685409.tif,0,0
MRC_30_33685420.tif,0,0
MRC_30_33685431.tif,0,0
MRC_30_33685442.tif,0,0
MRC_32_52757685.tif,0,0
MRC_32_52757696.tif,0,0
MRC_32_52757707.tif,0,0
MRC_32_52757718.tif,0,0
MRC_32_52757729.tif,0,0
MRC_32_52757740.tif,0,0
MRC_32_52757751.tif,0,0
MRC_32_52757762.tif,0,0
MRC_32_52757773.tif,0,0
MRC_32_52757784.tif,0,0
MRC_32_52757795.tif,0,0
MRC_32_52757806.tif,0,0
MRC_32_52757817.tif,0,0
MRC_32_52757828.tif,0,0
MRC_32_52757839.tif,0,0
MRC_32_52757850.tif,0,0
MRC_32_52757861.tif,0,0
MRC_32_52757872.tif,0,0
MRC_32_52757883.tif,0,0
MRC_32_52757894.tif,1,1
MRC_32_52757905.tif,1,1
MRC_32_52757916.tif,1,1
MRC_32_52757927.tif,1,1
MRC_32_52757938.tif,1,1
MRC_32_52757949.tif,1,1
MRC_32_52757960.tif,1,1
MRC_32_52757971.tif,1,1
MRC_32_52757982.tif,1,1
MRC_32_52757993.tif,1,1
MRC_32_52758004.tif,1,1
MRC_32_52758015.tif,0,0
MRC_32_52758026.tif,0,0
MRC_32_52758037.tif,0,0
MRC_32_52758048.tif,0,0
MRC_32_52758059.tif,0,0
MRC_32_52758070.tif,0,0
MRC_32_52758081.tif,0,0
MRC_32_52758092.tif,0,0
MRC_32_52758103.tif,0,0
MRC_32_52758114.tif,0,0
MRC_32_52758125.tif,0,0
MRC_32_52758136.tif,0,0
MRC_32_52758147.tif,0,0
MRC_32_52758158.tif,0,0
MRC_32_52758169.tif,0,0
MRC_32_52758180.tif,0,0
MRC_32_52758191.tif,0,0
MRC_32_52758202.tif,0,0
MRC_32_52758213.tif,0,0
MRC_32_52758224.tif,0,0
MRC_32_52758235.tif,0,0
MRC_32_52758246.tif,0,0
MRC_32_52758257.tif,0,0
MRC_32_52758268.tif,0,0
MRC_32_52758279.tif,0,0
MRC_32_52758290.tif,0,0
MRC_36_70321742.tif,0,0
MRC_36_70321753.tif,0,0
MRC_36_70321764.tif,0,0
MRC_36_70321775.tif,0,0
MRC_36_70321786.tif,0,0
MRC_36_70321797.tif,0,0
MRC_36_70321808.tif,0,0
MRC_36_70321819.tif,0,0
MRC_36_70321830.tif,0,0
MRC_36_70321841.tif,0,0
MRC_36_70321852.tif,0,0
MRC_36_70321863.tif,0,0
MRC_36_70321874.tif,0,0
MRC_36_70321885.tif,0,0
MRC_36_70321896.tif,0,0
MRC_36_70321907.tif,0,0
MRC_36_70321918.tif,0,0
MRC_36_70321929.tif,0,0
MRC_36_70321940.tif,0,0
MRC_36_70321951.tif,0,0
MRC_36_70321962.tif,0,0
MRC_36_70321973.tif,1,1
MRC_36_70321984.tif,1,1
MRC_36_70321995.tif,1,1
MRC_36_70322006.tif,1,1
MRC_36_70322017.tif,1,1
MRC_36_70322028.tif,1,1
MRC_36_70322039.tif,1,1
MRC_36_70322050.tif,1,1
MRC_36_70322061.tif,1,1
MRC_36_70322072.tif,1,1
MRC_36_70322083.tif,1,1
MRC_36_70322094.tif,0,0
MRC_36_70322105.tif,0,0
MRC_36_70322116.tif,0,0
MRC_36_70322127.tif,0,0
MRC_36_70322138.tif,0,0
MRC_36_70322149.tif,0,0
MRC_36_70322160.tif,0,0
MRC_36_70322171.tif,0,0
MRC_36_70322182.tif,0,0
MRC_36_70322193.tif,0,0
MRC_36_70322204.tif,0,0
MRC_36_70322215.tif,0,0
MRC_36_70322226.tif,0,0
MRC_36_70322237.tif,0,0
MRC_36_70322248.tif,0,0
MRC_36_70322259.tif,0,0
MRC_36_70322270.tif,0,0
MRC_36_70322281.tif,0,0
MRC_36_70322292.tif,0,0
MRC_36_70322303.tif,0,0
MRC_36_70322314.tif,0,0
MRC_36_70322325.tif,0,0
MRC_36_70322336.tif,0,0
MRC_36_70322347.tif,0,0
MRC_4_61615377.tif,0,0
MRC_4_61615388.tif,0,0
MRC_4_61615399.tif,0,0
MRC_4_61615410.tif,0,0
MRC_4_61615421.tif,0,0
MRC_4_61615432.tif,0,0
MRC_4_61615443.tif,0,0
MRC_4_61615454.tif,0,0
MRC_4_61615465.tif,0,0
MRC_4_61615476.tif,0,0
MRC_4_61615487.tif,0,0
MRC_4_61615498.tif,0,0
MRC_4_61615509.tif,0,0
MRC_4_61615520.tif,0,0
MRC_4_61615531.tif,0,0
MRC_4_61615542.tif,0,0
MRC_4_61615553.tif,0,0
MRC_4_61615564.tif,0,0
MRC_4_61615575.tif,0,0
MRC_4_61615586.tif,0,0
MRC_4_61615597.tif,0,0
MRC_4_61615608.tif,0,0
MRC_4_61615619.tif,0,0
MRC_4_61615630.tif,0,0
MRC_4_61615641.tif,0,0
MRC_4_61615652.tif,1,0
MRC_4_61615663.tif,0,0
MRC_4_61615674.tif,1,1
MRC_4_61615685.tif,1,1
MRC_4_61615696.tif,1,1
MRC_4_61615707.tif,1,1
MRC_4_61615718.tif,1,1
MRC_4_61615729.tif,1,1
MRC_4_61615740.tif,1,1
MRC_4_61615751.tif,1,1
MRC_4_61615762.tif,0,0
MRC_4_61615773.tif,0,0
MRC_4_61615784.tif,0,0
MRC_4_61615795.tif,0,0
MRC_4_61615806.tif,0,0
MRC_4_61615817.tif,0,0
MRC_4_61615828.tif,0,0
MRC_4_61615839.tif,0,0
MRC_4_61615850.tif,0,0
MRC_4_61615861.tif,0,0
MRC_4_61615872.tif,0,0
MRC_4_61615883.tif,0,0
MRC_4_61615894.tif,0,0
MRC_4_61615905.tif,0,0
MRC_4_61615916.tif,0,0
MRC_4_61615927.tif,0,0
MRC_4_61615938.tif,0,0
MRC_4_61615949.tif,0,0
MRC_4_61615960.tif,0,0
MRC_4_61615971.tif,0,0
MRC_4_61615982.tif,0,0
MRC_55_30139807.tif,0,0
MRC_55_30139818.tif,0,0
MRC_55_30139829.tif,0,0
MRC_55_30139840.tif,0,0
MRC_55_30139851.tif,0,0
MRC_55_30139862.tif,0,0
MRC_55_30139873.tif,0,0
MRC_55_30139884.tif,0,0
MRC_55_30139895.tif,0,0
MRC_55_30139906.tif,0,0
MRC_55_30139917.tif,0,0
MRC_55_30139928.tif,0,0
MRC_55_30139939.tif,0,0
MRC_55_30139950.tif,0,0
MRC_55_30139961.tif,0,0
MRC_55_30139972.tif,0,0
MRC_55_30139983.tif,0,0
MRC_55_30139994.tif,0,0
MRC_55_30140005.tif,0,0
MRC_55_30140016.tif,0,0
MRC_55_30140027.tif,1,1
MRC_55_30140038.tif,1,1
MRC_55_30140049.tif,1,1
MRC_55_30140060.tif,1,1
MRC_55_30140071.tif,1,1
MRC_55_30140082.tif,1,1
MRC_55_30140093.tif,1,1
MRC_55_30140104.tif,1,1
MRC_55_30140115.tif,1,1
MRC_55_30140126.tif,1,1
MRC_55_30140137.tif,1,1
MRC_55_30140148.tif,0,0
MRC_55_30140159.tif,0,0
MRC_55_30140170.tif,0,0
MRC_55_30140181.tif,0,0
MRC_55_30140192.tif,0,0
MRC_55_30140203.tif,0,0
MRC_55_30140214.tif,0,0
MRC_55_30140225.tif,0,0
MRC_55_30140236.tif,0,0
MRC_55_30140247.tif,0,0
MRC_55_30140258.tif,0,0
MRC_55_30140269.tif,0,0
MRC_55_30140280.tif,0,0
MRC_55_30140291.tif,0,0
MRC_55_30140302.tif,0,0
MRC_55_30140313.tif,0,0
MRC_55_30140324.tif,0,0
MRC_55_30140335.tif,0,0
MRC_55_30140346.tif,0,0
MRC_55_30140357.tif,0,0
MRC_55_30140368.tif,0,0
MRC_55_30140379.tif,0,0
MRC_55_30140390.tif,0,0
MRC_55_30140401.tif,0,0
MRC_55_30140412.tif,0,0
MRC_5_63209708.tif,0,0
MRC_5_63209719.tif,0,0
MRC_5_63209730.tif,0,0
MRC_5_63209741.tif,0,0
MRC_5_63209752.tif,0,0
MRC_5_63209763.tif,0,0
MRC_5_63209774.tif,0,0
MRC_5_63209785.tif,0,0
MRC_5_63209796.tif,0,0
MRC_5_63209807.tif,0,0
MRC_5_63209818.tif,0,0
MRC_5_63209829.tif,0,0
MRC_5_63209840.tif,0,0
MRC_5_63209851.tif,0,0
MRC_5_63209862.tif,0,0
MRC_5_63209873.tif,0,0
MRC_5_63209884.tif,0,0
MRC_5_63209895.tif,0,0
MRC_5_63209906.tif,1,1
MRC_5_63209917.tif,1,1
MRC_5_63209928.tif,1,1
MRC_5_63209939.tif,1,1
MRC_5_63209950.tif,1,1
MRC_5_63209961.tif,1,1
MRC_5_63209972.tif,1,1
MRC_5_63209983.tif,1,1
MRC_5_63209994.tif,1,1
MRC_5_63210005.tif,1,1
MRC_5_63210016.tif,1,1
MRC_5_63210027.tif,1,1
MRC_5_63210038.tif,1,1
MRC_5_63210049.tif,0,0
MRC_5_63210060.tif,0,0
MRC_5_63210071.tif,0,0
MRC_5_63210082.tif,0,0
MRC_5_63210093.tif,0,0
MRC_5_63210104.tif,0,0
MRC_5_63210115.tif,0,0
MRC_5_63210126.tif,0,0
MRC_5_63210137.tif,0,0
MRC_5_63210148.tif,0,0
MRC_5_63210159.tif,0,0
MRC_5_63210170.tif,0,0
MRC_5_63210181.tif,0,0
MRC_5_63210192.tif,0,0
MRC_5_63210203.tif,0,0
MRC_5_63210214.tif,0,0
MRC_5_63210225.tif,0,0
MRC_5_63210236.tif,0,0
MRC_5_63210247.tif,0,0
MRC_5_63210258.tif,0,0
MRC_5_63210269.tif,0,0
MRC_5_63210280.tif,0,0
MRC_5_63210291.tif,0,0
MRC_5_63210302.tif,0,0
MRC_5_63210313.tif,0,0
MRC_65_13215463.tif,0,0
MRC_65_13215474.tif,0,0
MRC_65_13215485.tif,0,0
MRC_65_13215496.tif,0,0
MRC_65_13215507.tif,0,0
MRC_65_13215518.tif,0,0
MRC_65_13215529.tif,0,0
MRC_65_13215540.tif,0,0
MRC_65_13215551.tif,0,0
MRC_65_13215562.tif,0,0
MRC_65_13215573.tif,0,0
MRC_65_13215584.tif,0,0
MRC_65_13215595.tif,0,0
MRC_65_13215606.tif,0,0
MRC_65_13215617.tif,0,0
MRC_65_13215628.tif,0,0
MRC_65_13215639.tif,0,0
MRC_65_13215650.tif,0,0
MRC_65_13215661.tif,0,0
MRC_65_13215672.tif,0,0
MRC_65_13215683.tif,0,0
MRC_65_13215694.tif,0,0
MRC_65_13215705.tif,0,0
MRC_65_13215716.tif,0,0
MRC_65_13215727.tif,0,0
MRC_65_13215738.tif,0,0
MRC_65_13215749.tif,1,1
MRC_65_13215760.tif,1,1
MRC_65_13215771.tif,1,1
MRC_65_13215782.tif,1,1
MRC_65_13215793.tif,1,1
MRC_65_13215804.tif,1,1
MRC_65_13215815.tif,1,1
MRC_65_13215826.tif,1,1
MRC_65_13215837.tif,1,1
MRC_65_13215848.tif,1,1
MRC_65_13215859.tif,0,0
MRC_65_13215870.tif,0,0
MRC_65_13215881.tif,0,0
MRC_65_13215892.tif,0,0
MRC_65_13215903.tif,0,0
MRC_65_13215914.tif,0,0
MRC_65_13215925.tif,0,0
MRC_65_13215936.tif,0,0
MRC_65_13215947.tif,0,0
MRC_65_13215958.tif,0,0
MRC_65_13215969.tif,0,0
MRC_65_13215980.tif,0,0
MRC_65_13215991.tif,0,0
MRC_65_13216002.tif,0,0
MRC_65_13216013.tif,0,0
MRC_65_13216024.tif,0,0
MRC_65_13216035.tif,0,0
MRC_65_13216046.tif,0,0
MRC_65_13216057.tif,0,0
MRC_65_13216068.tif,0,0
MRC_70_23789197.tif,0,0
MRC_70_23789208.tif,0,0
MRC_70_23789219.tif,0,0
MRC_70_23789230.tif,0,0
MRC_70_23789241.tif,0,0
MRC_70_23789252.tif,0,0
MRC_70_23789263.tif,0,0
MRC_70_23789274.tif,0,0
MRC_70_23789285.tif,0,0
MRC_70_23789296.tif,0,0
MRC_70_23789307.tif,0,0
MRC_70_23789318.tif,0,0
MRC_70_23789329.tif,0,0
MRC_70_23789340.tif,0,0
MRC_70_23789351.tif,0,0
MRC_70_23789362.tif,0,0
MRC_70_23789373.tif,0,0
MRC_70_23789384.tif,0,0
MRC_70_23789395.tif,0,0
MRC_70_23789406.tif,0,0
MRC_70_23789417.tif,1,1
MRC_70_23789428.tif,1,1
MRC_70_23789439.tif,1,1
MRC_70_23789450.tif,1,1
MRC_70_23789461.tif,1,1
MRC_70_23789472.tif,1,1
MRC_70_23789483.tif,1,1
MRC_70_23789494.tif,1,1
MRC_70_23789505.tif,1,1
MRC_70_23789516.tif,1,1
MRC_70_23789527.tif,1,1
MRC_70_23789538.tif,1,1
MRC_70_23789549.tif,1,1
MRC_70_23789560.tif,1,1
MRC_70_23789571.tif,1,1
MRC_70_23789582.tif,0,0
MRC_70_23789593.tif,0,0
MRC_70_23789604.tif,0,0
MRC_70_23789615.tif,0,0
MRC_70_23789626.tif,0,0
MRC_70_23789637.tif,0,0
MRC_70_23789648.tif,0,0
MRC_70_23789659.tif,0,0
MRC_70_23789670.tif,0,0
MRC_70_23789681.tif,0,0
MRC_70_23789692.tif,0,0
MRC_70_23789703.tif,0,0
MRC_70_23789714.tif,0,0
MRC_70_23789725.tif,0,0
MRC_70_23789736.tif,0,0
MRC_70_23789747.tif,0,0
MRC_70_23789758.tif,0,0
MRC_70_23789769.tif,0,0
MRC_70_23789780.tif,0,0
MRC_70_23789791.tif,0,0
MRC_70_23789802.tif,0,0
MRC_76_15412839.tif,0,0
MRC_76_15412850.tif,0,0
MRC_76_15412861.tif,0,0
MRC_76_15412872.tif,0,0
MRC_76_15412883.tif,0,0
MRC_76_15412894.tif,0,0
MRC_76_15412905.tif,0,0
MRC_76_15412916.tif,0,0
MRC_76_15412927.tif,0,0
MRC_76_15412938.tif,0,0
MRC_76_15412949.tif,0,0
